Count,Tradelist Count,Name,Edition,Card Number,Condition,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
4,,Skirsdag Supplicant,Eldritch Moon,104,,,,,,,,,0.01
4,,Slayer's Cleaver,Eldritch Moon,198,,,,,,,,,0.01
4,,Smoldering Werewolf // Erupting Dreadwolf,Eldritch Moon,142a/142b,,,,,,,,,0.03
4,,Somberwald Stag,Eldritch Moon,169,,,,,,,,,0.01
1,,Soul Separator,Eldritch Moon,199,,,,,,,,,0.05
4,,Spectral Reserves,Eldritch Moon,43,,,,,,,,,0.01
1,,Spirit of the Hunt,Eldritch Moon,170,,,,,,,,,0.09
1,,Splendid Reclamation,Eldritch Moon,171,,,,,,,,,0.48
4,,Spontaneous Mutation,Eldritch Moon,74,,,,,,,,,0.01
4,,Spreading Flames,Eldritch Moon,143,,,,,,,,,0.01
4,,Springsage Ritual,Eldritch Moon,172,,,,,,,,,0.01
4,,Steadfast Cathar,Eldritch Moon,44,,,,,,,,,0.01
4,,Stensia Banquet,Eldritch Moon,144,,,,,,,,,0.01
4,,Stensia Innkeeper,Eldritch Moon,145,,,,,,,,,0.01
1,,Stitcher's Graft,Eldritch Moon,200,,,,,,,,,0.08
4,,Strange Augmentation,Eldritch Moon,105,,,,,,,,,0.01
1,,Stromkirk Condemned,Eldritch Moon,106,,,,,,,,,0.1
1,,Stromkirk Occultist,Eldritch Moon,146,,,,,,,,,0.09
4,,Subjugator Angel,Eldritch Moon,45,,,,,,,,,0.02
4,,Succumb to Temptation,Eldritch Moon,107,,,,,,,,,0.01
1,,Summary Dismissal,Eldritch Moon,75,,,,,,,,,0.18
4,,Swift Spinner,Eldritch Moon,173,,,,,,,,,0.01
4,,Take Inventory,Eldritch Moon,76,,,,,,,,,0.01
4,,Tangleclaw Werewolf // Fibrous Entangler,Eldritch Moon,174a/174b,,,,,,,,,0.01
4,,Tattered Haunter,Eldritch Moon,77,,,,,,,,,0.01
4,,Terrarion,Eldritch Moon,201,,,,,,,,,0.01
2,,"Thalia, Heretic Cathar",Eldritch Moon,46,,,,,,,,,0.8
1,,Thalia's Lancers,Eldritch Moon,47,,,,,,,,,0.15
4,,Thermo-Alchemist,Eldritch Moon,147,,,,,,,,,0.07
4,,Thirsting Axe,Eldritch Moon,202,,,,,,,,,0.01
4,,Thraben Foulbloods,Eldritch Moon,108,,,,,,,,,0.01
4,,Thraben Standard Bearer,Eldritch Moon,48,,,,,,,,,0.01
4,,Turn Aside,Eldritch Moon,78,,,,,,,,,0.02
4,,Ulvenwald Captive // Ulvenwald Abomination,Eldritch Moon,175a/175b,,,,,,,,,0.03
2,,Ulvenwald Observer,Eldritch Moon,176,,,,,,,,,0.05
4,,Unsubstantiate,Eldritch Moon,79,,,,,,,,,0.1
4,,Vampire Cutthroat,Eldritch Moon,110,,,,,,,,,0.07
4,,Vexing Scuttler,Eldritch Moon,11,,,,,,,,,0.01
4,,Vildin-Pack Outcast // Dronepack Kindred,Eldritch Moon,148a/148b,,,,,,,,,0.01
1,,Voldaren Pariah // Abolisher of Bloodlines,Eldritch Moon,111a/111b,,,,,,,,,0.25
4,,Wailing Ghoul,Eldritch Moon,112,,,,,,,,,0.01
4,,Waxing Moon,Eldritch Moon,177,,,,,,,,,0.01
4,,Weaver of Lightning,Eldritch Moon,149,,,,,,,,,0.04
4,,Weirded Vampire,Eldritch Moon,113,,,,,,,,,0.01
1,,Wharf Infiltrator,Eldritch Moon,80,,,,,,,,,0.08
4,,Whispers of Emrakul,Eldritch Moon,114,,,,,,,,,0.01
4,,Wolfkin Bond,Eldritch Moon,178,,,,,,,,,0.01
4,,Woodcutter's Grit,Eldritch Moon,179,,,,,,,,,0.01
4,,Woodland Patrol,Eldritch Moon,180,,,,,,,,,0.01
4,,Wretched Gryff,Eldritch Moon,12,,,,,,,,,0.02
2,,Treetop Village,Duel Decks: Nissa vs. Ob Nixilis,30,,,,,,,,,0.29
4,,Accomplished Automaton,Kaladesh,191,,,,,,,,,0.01
4,,Acrobatic Maneuver,Kaladesh,1,,,,,,,,,0.01
4,,Aerial Responder,Kaladesh,2,,,,,,,,,0.05
4,,Aether Hub,Kaladesh,242,,,,,,,,,0.7
4,,Aether Meltdown,Kaladesh,36,,,,,,,,,0.04
4,,Aether Theorist,Kaladesh,37,,,,,,,,,0.01
4,,Aether Tradewinds,Kaladesh,38,,,,,,,,,0.01
4,,Aetherborn Marauder,Kaladesh,71,,,,,,,,,0.01
1,,Aetherflux Reservoir,Kaladesh,192,,,,,,,,,0.2
1,,Aethersquall Ancient,Kaladesh,39,,,,,,,,,0.08
1,,Aetherstorm Roc,Kaladesh,3,,,,,,,,,0.08
4,,Aethertorch Renegade,Kaladesh,106,,,,,,,,,0.01
4,,Ambitious Aetherborn,Kaladesh,72,,,,,,,,,0.01
1,,Animation Module,Kaladesh,194,,,,,,,,,0.1
4,,Appetite for the Unnatural,Kaladesh,141,,,,,,,,,0.01
4,,Aradara Express,Kaladesh,195,,,,,,,,,0.01
4,,Arborback Stomper,Kaladesh,142,,,,,,,,,0.02
1,,Architect of the Untamed,Kaladesh,143,,,,,,,,,0.09
4,,Armorcraft Judge,Kaladesh,144,,,,,,,,,0.01
4,,Attune with Aether,Kaladesh,145,,,,,,,,,0.05
1,,Authority of the Consuls,Kaladesh,5,,,,,,,,,1.15
4,,Aviary Mechanic,Kaladesh,6,,,,,,,,,0.01
4,,Ballista Charger,Kaladesh,196,,,,,,,,,0.01
4,,Bastion Mastodon,Kaladesh,197,,,,,,,,,0.01
4,,Blossoming Defense,Kaladesh,146,,,,,,,,,0.25
4,,Bomat Bazaar Barge,Kaladesh,198,,,,,,,,,0.01
1,,Bomat Courier,Kaladesh,199,,,,,,,,,0.39
4,,Brazen Scourge,Kaladesh,107,,,,,,,,,0.01
4,,Built to Last,Kaladesh,7,,,,,,,,,0.01
4,,Built to Smash,Kaladesh,108,,,,,,,,,0.01
4,,Cathartic Reunion,Kaladesh,109,,,,,,,,,0.03
4,,Ceremonious Rejection,Kaladesh,40,,,,,,,,,0.22
4,,Chandra's Pyrohelix,Kaladesh,111,,,,,,,,,0.01
4,,Chief of the Foundry,Kaladesh,200,,,,,,,,,0.01
4,,Cloudblazer,Kaladesh,176,,,,,,,,,0.02
4,,Cogworker's Puzzleknot,Kaladesh,201,,,,,,,,,0.01
4,,Commencement of Festivities,Kaladesh,148,,,,,,,,,0.01
4,,Concealed Courtyard,Kaladesh,245,,,,,,,,,3.03
1,,Confiscation Coup,Kaladesh,41,,,,,,,,,0.1
4,,Consulate Skygate,Kaladesh,202,,,,,,,,,0.01
4,,Consulate Surveillance,Kaladesh,10,,,,,,,,,0.01
4,,Consul's Shieldguard,Kaladesh,11,,,,,,,,,0.01
4,,Contraband Kingpin,Kaladesh,177,,,,,,,,,0.03
4,,Cowl Prowler,Kaladesh,149,,,,,,,,,0.01
4,,Creeping Mold,Kaladesh,150,,,,,,,,,0.01
1,,Cultivator of Blades,Kaladesh,151,,,,,,,,,0.09
1,,Cultivator's Caravan,Kaladesh,203,,,,,,,,,0.1
4,,Curio Vendor,Kaladesh,42,,,,,,,,,0.01
1,,Deadlock Trap,Kaladesh,204,,,,,,,,,0.07
4,,Decoction Module,Kaladesh,205,,,,,,,,,0.02
4,,Demolish,Kaladesh,113,,,,,,,,,0.01
4,,Demolition Stomper,Kaladesh,206,,,,,,,,,0.01
1,,"Depala, Pilot Exemplar",Kaladesh,178,,,,,,,,,0.08
4,,Dhund Operative,Kaladesh,74,,,,,,,,,0.01
4,,Diabolic Tutor,Kaladesh,75,,,,,,,,,0.04
4,,Die Young,Kaladesh,76,,,,,,,,,0.01
4,,Disappearing Act,Kaladesh,43,,,,,,,,,0.01
4,,Dramatic Reversal,Kaladesh,44,,,,,,,,,0.02
1,,Dubious Challenge,Kaladesh,152,,,,,,,,,0.07
4,,Dukhara Peafowl,Kaladesh,207,,,,,,,,,0.01
4,,Dukhara Scavenger,Kaladesh,77,,,,,,,,,0.01
4,,Durable Handicraft,Kaladesh,153,,,,,,,,,0.01
1,,Dynavolt Tower,Kaladesh,208,,,,,,,,,0.16
4,,Eager Construct,Kaladesh,209,,,,,,,,,0.01
4,,Eddytrail Hawk,Kaladesh,12,,,,,,,,,0.01
1,,Electrostatic Pummeler,Kaladesh,210,,,,,,,,,0.3
4,,Elegant Edgecrafters,Kaladesh,154,,,,,,,,,0.01
1,,Eliminate the Competition,Kaladesh,78,,,,,,,,,0.07
4,,Embraal Bruiser,Kaladesh,79,,,,,,,,,0.01
4,,Empyreal Voyager,Kaladesh,180,,,,,,,,,0.01
4,,Engineered Might,Kaladesh,181,,,,,,,,,0.01
4,,Era of Innovation,Kaladesh,45,,,,,,,,,0.01
4,,Essence Extraction,Kaladesh,80,,,,,,,,,0.02
4,,Experimental Aviator,Kaladesh,46,,,,,,,,,0.01
4,,Fabrication Module,Kaladesh,211,,,,,,,,,0.02
4,,Failed Inspection,Kaladesh,47,,,,,,,,,0.01
4,,Fairgrounds Trumpeter,Kaladesh,155,,,,,,,,,0.01
4,,Fairgrounds Warden,Kaladesh,13,,,,,,,,,0.03
1,,Fateful Showdown,Kaladesh,114,,,,,,,,,0.08
4,,Filigree Familiar,Kaladesh,212,,,,,,,,,0.02
4,,Fireforger's Puzzleknot,Kaladesh,213,,,,,,,,,0.01
4,,Flame Lash,Kaladesh,266,,,,,,,,,0.1
1,,Fleetwheel Cruiser,Kaladesh,214,,,,,,,,,0.06
4,,Fortuitous Find,Kaladesh,81,,,,,,,,,0.01
4,,Foundry Inspector,Kaladesh,215,,,,,,,,,0.1
4,,Foundry Screecher,Kaladesh,82,,,,,,,,,0.01
4,,Fragmentize,Kaladesh,14,,,,,,,,,0.02
4,,Fretwork Colony,Kaladesh,83,,,,,,,,,0.01
1,,Fumigate,Kaladesh,15,,,,,,,,,0.8
4,,Furious Reprisal,Kaladesh,115,,,,,,,,,0.01
4,,Gearseeker Serpent,Kaladesh,48,,,,,,,,,0.01
4,,Gearshift Ace,Kaladesh,16,,,,,,,,,0.02
4,,Ghirapur Guide,Kaladesh,156,,,,,,,,,0.01
1,,Ghirapur Orrery,Kaladesh,216,,,,,,,,,0.09
4,,Giant Spectacle,Kaladesh,116,,,,,,,,,0.01
4,,Glassblower's Puzzleknot,Kaladesh,217,,,,,,,,,0.01
4,,Glimmer of Genius,Kaladesh,49,,,,,,,,,0.25
4,,Glint-Nest Crane,Kaladesh,50,,,,,,,,,0.03
4,,Glint-Sleeve Artisan,Kaladesh,17,,,,,,,,,0.01
1,,"Gonti, Lord of Luxury",Kaladesh,84,,,,,,,,,0.25
4,,Guardian of the Great Conduit,Kaladesh,271,,,,,,,,,0.05
4,,Harnessed Lightning,Kaladesh,117,,,,,,,,,0.49
4,,Harsh Scrutiny,Kaladesh,85,,,,,,,,,0.04
4,,Hazardous Conditions,Kaladesh,182,,,,,,,,,0.01
4,,Herald of the Fair,Kaladesh,18,,,,,,,,,0.01
4,,Highspire Artisan,Kaladesh,157,,,,,,,,,0.01
4,,Hightide Hermit,Kaladesh,51,,,,,,,,,0.01
4,,Hijack,Kaladesh,118,,,,,,,,,0.01
4,,Hunt the Weak,Kaladesh,158,,,,,,,,,0.01
4,,Impeccable Timing,Kaladesh,19,,,,,,,,,0.01
4,,Incendiary Sabotage,Kaladesh,119,,,,,,,,,0.01
1,,Insidious Will,Kaladesh,52,,,,,,,,,0.1
4,,Inspired Charge,Kaladesh,20,,,,,,,,,0.01
1,,Inspiring Vantage,Kaladesh,246,,,,,,,,,3.14
4,,Inventor's Apprentice,Kaladesh,120,,,,,,,,,0.02
4,,Inventor's Goggles,Kaladesh,218,,,,,,,,,0.01
4,,Iron League Steed,Kaladesh,219,,,,,,,,,0.01
4,,Janjeet Sentry,Kaladesh,53,,,,,,,,,0.01
2,,"Kambal, Consul of Allocation",Kaladesh,183,,,,,,,,,0.1
1,,Key to the City,Kaladesh,220,,,,,,,,,0.2
4,,Kujar Seedsculptor,Kaladesh,159,,,,,,,,,0.01
4,,Larger Than Life,Kaladesh,160,,,,,,,,,0.02
1,,Lathnu Hellion,Kaladesh,121,,,,,,,,,0.09
4,,Lawless Broker,Kaladesh,86,,,,,,,,,0.01
1,,Liberating Combustion,Kaladesh,267,,,,,,,,,0.1
4,,Live Fast,Kaladesh,87,,,,,,,,,0.01
4,,Long-Finned Skywhale,Kaladesh,54,,,,,,,,,0.01
4,,Longtusk Cub,Kaladesh,161,,,,,,,,,0.18
1,,Lost Legacy,Kaladesh,88,,,,,,,,,0.1
1,,Madcap Experiment,Kaladesh,122,,,,,,,,,0.1
4,,Make Obsolete,Kaladesh,89,,,,,,,,,0.01
4,,Malfunction,Kaladesh,55,,,,,,,,,0.01
1,,Marionette Master,Kaladesh,90,,,,,,,,,0.1
1,,Master Trinketeer,Kaladesh,21,,,,,,,,,0.09
4,,Maulfist Doorbuster,Kaladesh,123,,,,,,,,,0.01
4,,Maulfist Squad,Kaladesh,91,,,,,,,,,0.01
4,,Metalspinner's Puzzleknot,Kaladesh,221,,,,,,,,,0.01
1,,Metalwork Colossus,Kaladesh,222,,,,,,,,,0.17
2,,Midnight Oil,Kaladesh,92,,,,,,,,,0.05
4,,Mind Rot,Kaladesh,93,,,,,,,,,0.01
4,,Minister of Inquiries,Kaladesh,57,,,,,,,,,0.03
4,,Morbid Curiosity,Kaladesh,94,,,,,,,,,0.01
1,,Multiform Wonder,Kaladesh,223,,,,,,,,,0.05
4,,Narnam Cobra,Kaladesh,224,,,,,,,,,0.01
4,,Nature's Way,Kaladesh,162,,,,,,,,,0.04
4,,Night Market Lookout,Kaladesh,95,,,,,,,,,0.01
4,,Nimble Innovator,Kaladesh,58,,,,,,,,,0.01
4,,Ninth Bridge Patrol,Kaladesh,22,,,,,,,,,0.01
4,,Ornamental Courage,Kaladesh,164,,,,,,,,,0.01
4,,Ovalchase Daredevil,Kaladesh,97,,,,,,,,,0.01
4,,Ovalchase Dragster,Kaladesh,225,,,,,,,,,0.02
1,,"Oviya Pashiri, Sage Lifecrafter",Kaladesh,165,,,,,,,,,0.08
1,,"Padeem, Consul of Innovation",Kaladesh,59,,,,,,,,,0.09
1,,Paradoxical Outcome,Kaladesh,60,,,,,,,,,0.09
4,,Peema Outrider,Kaladesh,166,,,,,,,,,0.01
4,,Perpetual Timepiece,Kaladesh,227,,,,,,,,,0.01
1,,Pia Nalaar,Kaladesh,124,,,,,,,,,0.09
4,,Prakhata Club Security,Kaladesh,98,,,,,,,,,0.01
4,,Prakhata Pillar-Bug,Kaladesh,228,,,,,,,,,0.01
4,,Pressure Point,Kaladesh,23,,,,,,,,,0.01
4,,Propeller Pioneer,Kaladesh,24,,,,,,,,,0.01
4,,Prophetic Prism,Kaladesh,229,,,,,,,,,0.01
4,,Quicksmith Genius,Kaladesh,125,,,,,,,,,0.01
4,,Reckless Fireweaver,Kaladesh,126,,,,,,,,,0.01
4,,Refurbish,Kaladesh,25,,,,,,,,,0.03
4,,Renegade Firebrand,Kaladesh,268,,,,,,,,,0.03
4,,Renegade Freighter,Kaladesh,230,,,,,,,,,0.01
4,,Renegade Tactics,Kaladesh,127,,,,,,,,,0.01
4,,Restoration Gearsmith,Kaladesh,185,,,,,,,,,0.01
4,,Revoke Privileges,Kaladesh,26,,,,,,,,,0.01
4,,Revolutionary Rebuff,Kaladesh,61,,,,,,,,,0.01
4,,Riparian Tiger,Kaladesh,167,,,,,,,,,0.01
4,,Ruinous Gremlin,Kaladesh,128,,,,,,,,,0.01
4,,Rush of Vitality,Kaladesh,99,,,,,,,,,0.01
4,,Sage of Shaila's Claim,Kaladesh,168,,,,,,,,,0.01
2,,Saheeli's Artistry,Kaladesh,62,,,,,,,,,0.08
4,,Salivating Gremlins,Kaladesh,129,,,,,,,,,0.01
1,,Scrapheap Scrounger,Kaladesh,231,,,,,,,,,0.75
4,,Select for Inspection,Kaladesh,63,,,,,,,,,0.01
4,,Self-Assembler,Kaladesh,232,,,,,,,,,0.01
4,,Sequestered Stash,Kaladesh,248,,,,,,,,,0.01
4,,Servant of the Conduit,Kaladesh,169,,,,,,,,,0.25
4,,Servo Exhibition,Kaladesh,27,,,,,,,,,0.05
4,,Shrewd Negotiation,Kaladesh,64,,,,,,,,,0.01
4,,Sky Skiff,Kaladesh,233,,,,,,,,,0.01
1,,Skyship Stalker,Kaladesh,130,,,,,,,,,0.08
4,,Skyswirl Harrier,Kaladesh,28,,,,,,,,,0.01
4,,Skywhaler's Shot,Kaladesh,29,,,,,,,,,0.03
4,,Snare Thopter,Kaladesh,236,,,,,,,,,0.01
4,,Spark of Creativity,Kaladesh,131,,,,,,,,,0.01
4,,Speedway Fanatic,Kaladesh,132,,,,,,,,,0.02
4,,Spireside Infiltrator,Kaladesh,133,,,,,,,,,0.01
4,,Spontaneous Artist,Kaladesh,134,,,,,,,,,0.01
4,,Start Your Engines,Kaladesh,135,,,,,,,,,0.01
4,,Stone Quarry,Kaladesh,269,,,,,,,,,0.03
4,,Subtle Strike,Kaladesh,100,,,,,,,,,0.01
1,,Syndicate Trafficker,Kaladesh,101,,,,,,,,,0.08
4,,Take Down,Kaladesh,170,,,,,,,,,0.01
4,,Tasseled Dromedary,Kaladesh,30,,,,,,,,,0.01
4,,Terrain Elemental,Kaladesh,272,,,,,,,,,0.03
4,,Terror of the Fairgrounds,Kaladesh,137,,,,,,,,,0.01
4,,Tezzeret's Ambition,Kaladesh,65,,,,,,,,,0.01
4,,Thriving Grubs,Kaladesh,138,,,,,,,,,0.01
4,,Thriving Ibex,Kaladesh,31,,,,,,,,,0.01
4,,Thriving Rats,Kaladesh,102,,,,,,,,,0.01
4,,Thriving Rhino,Kaladesh,171,,,,,,,,,0.01
4,,Thriving Turtle,Kaladesh,66,,,,,,,,,0.01
4,,Tidy Conclusion,Kaladesh,103,,,,,,,,,0.01
1,,Toolcraft Exemplar,Kaladesh,32,,,,,,,,,0.1
4,,Torch Gauntlet,Kaladesh,237,,,,,,,,,0.01
4,,Trusty Companion,Kaladesh,33,,,,,,,,,0.01
4,,Underhanded Designs,Kaladesh,104,,,,,,,,,0.01
4,,Unlicensed Disintegration,Kaladesh,187,,,,,,,,,0.11
4,,Vedalken Blademaster,Kaladesh,68,,,,,,,,,0.01
4,,Veteran Motorist,Kaladesh,188,,,,,,,,,0.02
4,,Visionary Augmenter,Kaladesh,34,,,,,,,,,0.01
4,,Voltaic Brawler,Kaladesh,189,,,,,,,,,0.08
4,,Wayward Giant,Kaladesh,139,,,,,,,,,0.01
4,,Weaponcraft Enthusiast,Kaladesh,105,,,,,,,,,0.03
4,,Weldfast Monitor,Kaladesh,238,,,,,,,,,0.01
4,,Weldfast Wingsmith,Kaladesh,69,,,,,,,,,0.01
4,,Welding Sparks,Kaladesh,140,,,,,,,,,0.01
4,,Whirler Virtuoso,Kaladesh,190,,,,,,,,,0.05
4,,Whirlermaker,Kaladesh,239,,,,,,,,,0.01
4,,Wild Wanderer,Kaladesh,173,,,,,,,,,0.01
1,,Wildest Dreams,Kaladesh,174,,,,,,,,,0.07
4,,Wily Bandar,Kaladesh,175,,,,,,,,,0.01
4,,Wind Drake,Kaladesh,70,,,,,,,,,0.01
4,,Wispweaver Angel,Kaladesh,35,,,,,,,,,0.01
4,,Woodland Stream,Kaladesh,274,,,,,,,,,0.08
4,,Woodweaver's Puzzleknot,Kaladesh,240,,,,,,,,,0.01
4,,Workshop Assistant,Kaladesh,241,,,,,,,,,0.01
4,,Aegis Automaton,Aether Revolt,141,,,,,,,,,0.01
4,,Aerial Modification,Aether Revolt,1,,,,,,,,,0.01
4,,Aeronaut Admiral,Aether Revolt,2,,,,,,,,,0.01
4,,Aether Chaser,Aether Revolt,76,,,,,,,,,0.01
4,,Aether Herder,Aether Revolt,102,,,,,,,,,0.01
4,,Aether Inspector,Aether Revolt,3,,,,,,,,,0.01
4,,Aether Poisoner,Aether Revolt,51,,,,,,,,,0.01
4,,Aether Swooper,Aether Revolt,26,,,,,,,,,0.01
1,,Aethergeode Miner,Aether Revolt,4,,,,,,,,,0.08
4,,Aetherstream Leopard,Aether Revolt,103,,,,,,,,,0.01
1,,Aethertide Whale,Aether Revolt,27,,,,,,,,,0.05
1,,Aid from the Cowl,Aether Revolt,105,,,,,,,,,0.08
4,,Airdrop Aeronauts,Aether Revolt,5,,,,,,,,,0.01
1,,Ajani's Aid,Aether Revolt,188,,,,,,,,,0.1
4,,Ajani's Comrade,Aether Revolt,187,,,,,,,,,0.09
4,,Alley Evasion,Aether Revolt,6,,,,,,,,,0.01
4,,Alley Strangler,Aether Revolt,52,,,,,,,,,0.01
4,,Audacious Infiltrator,Aether Revolt,7,,,,,,,,,0.01
4,,Augmenting Automaton,Aether Revolt,143,,,,,,,,,0.01
1,,Baral's Expertise,Aether Revolt,29,,,,,,,,,0.2
4,,Barricade Breaker,Aether Revolt,144,,,,,,,,,0.01
4,,Bastion Enforcer,Aether Revolt,8,,,,,,,,,0.01
4,,Bastion Inventor,Aether Revolt,30,,,,,,,,,0.01
1,,Battle at the Bridge,Aether Revolt,53,,,,,,,,,0.1
1,,Call for Unity,Aether Revolt,9,,,,,,,,,0.05
4,,Caught in the Brights,Aether Revolt,10,,,,,,,,,0.01
4,,Chandra's Revolution,Aether Revolt,77,,,,,,,,,0.01
4,,Cogwork Assembler,Aether Revolt,145,,,,,,,,,0.01
1,,Consulate Crackdown,Aether Revolt,11,,,,,,,,,0.05
4,,Consulate Dreadnought,Aether Revolt,146,,,,,,,,,0.05
4,,Consulate Turret,Aether Revolt,147,,,,,,,,,0.01
4,,Conviction,Aether Revolt,12,,,,,,,,,0.01
4,,Countless Gears Renegade,Aether Revolt,13,,,,,,,,,0.01
4,,Crackdown Construct,Aether Revolt,148,,,,,,,,,0.02
4,,Cruel Finality,Aether Revolt,54,,,,,,,,,0.01
4,,Daredevil Dragster,Aether Revolt,149,,,,,,,,,0.01
4,,Daring Demolition,Aether Revolt,55,,,,,,,,,0.01
1,,Dark Intimations,Aether Revolt,128,,,,,,,,,0.1
4,,Dawnfeather Eagle,Aether Revolt,14,,,,,,,,,0.01
4,,Deadeye Harpooner,Aether Revolt,15,,,,,,,,,0.01
4,,Decommission,Aether Revolt,16,,,,,,,,,0.01
4,,Defiant Salvager,Aether Revolt,56,,,,,,,,,0.01
4,,Deft Dismissal,Aether Revolt,17,,,,,,,,,0.01
4,,Destructive Tampering,Aether Revolt,78,,,,,,,,,0.01
1,,Disallow,Aether Revolt,31,,,,,,,,,3
4,,Dispersal Technician,Aether Revolt,32,,,,,,,,,0.01
4,,Druid of the Cowl,Aether Revolt,106,,,,,,,,,0.01
4,,Efficient Construction,Aether Revolt,33,,,,,,,,,0.01
4,,Embraal Gear-Smasher,Aether Revolt,79,,,,,,,,,0.01
4,,Enraged Giant,Aether Revolt,80,,,,,,,,,0.01
4,,Fatal Push,Aether Revolt,57,,,,,,,,,6.06
4,,Felidar Guardian,Aether Revolt,19,,,,,,,,,0.05
4,,Fen Hauler,Aether Revolt,58,,,,,,,,,0.01
4,,Filigree Crawler,Aether Revolt,150,,,,,,,,,0.01
4,,Foundry Assembler,Aether Revolt,151,,,,,,,,,0.01
4,,Foundry Hornet,Aether Revolt,59,,,,,,,,,0.01
4,,Fourth Bridge Prowler,Aether Revolt,60,,,,,,,,,0.01
1,,Freejam Regent,Aether Revolt,81,,,,,,,,,0.05
4,,Frontline Rebel,Aether Revolt,82,,,,,,,,,0.01
4,,Ghirapur Osprey,Aether Revolt,20,,,,,,,,,0.01
4,,Gifted Aetherborn,Aether Revolt,61,,,,,,,,,0.59
1,,Glint-Sleeve Siphoner,Aether Revolt,62,,,,,,,,,0.24
4,,Gonti's Machinations,Aether Revolt,63,,,,,,,,,0.01
1,,Greenbelt Rampager,Aether Revolt,107,,,,,,,,,0.25
1,,Greenwheel Liberator,Aether Revolt,108,,,,,,,,,0.1
4,,Gremlin Infestation,Aether Revolt,83,,,,,,,,,0.01
1,,Heroic Intervention,Aether Revolt,109,,,,,,,,,1.25
4,,Hidden Herbalists,Aether Revolt,110,,,,,,,,,0.01
4,,Hidden Stockpile,Aether Revolt,129,,,,,,,,,0.06
4,,Highspire Infusion,Aether Revolt,111,,,,,,,,,0.01
4,,Hinterland Drake,Aether Revolt,34,,,,,,,,,0.01
1,,Hope of Ghirapur,Aether Revolt,154,,,,,,,,,0.15
4,,Hungry Flames,Aether Revolt,84,,,,,,,,,0.03
4,,Ice Over,Aether Revolt,35,,,,,,,,,0.01
4,,Illusionist's Stratagem,Aether Revolt,36,,,,,,,,,0.01
4,,Implement of Combustion,Aether Revolt,155,,,,,,,,,0.01
4,,Implement of Examination,Aether Revolt,156,,,,,,,,,0.01
4,,Implement of Ferocity,Aether Revolt,157,,,,,,,,,0.01
4,,Implement of Improvement,Aether Revolt,158,,,,,,,,,0.01
4,,Implement of Malice,Aether Revolt,159,,,,,,,,,0.01
4,,Inspiring Roar,Aether Revolt,186,,,,,,,,,0.04
1,,Inspiring Statuary,Aether Revolt,160,,,,,,,,,0.2
4,,Invigorated Rampage,Aether Revolt,86,,,,,,,,,0.1
4,,Ironclad Revolutionary,Aether Revolt,65,,,,,,,,,0.01
4,,Irontread Crusher,Aether Revolt,161,,,,,,,,,0.01
1,,"Kari Zev, Skyship Raider",Aether Revolt,87,,,,,,,,,0.25
1,,Kari Zev's Expertise,Aether Revolt,88,,,,,,,,,0.2
4,,Lathnu Sailback,Aether Revolt,89,,,,,,,,,0.01
4,,Leave in the Dust,Aether Revolt,37,,,,,,,,,0.01
4,,Lifecraft Awakening,Aether Revolt,112,,,,,,,,,0.01
4,,Lifecraft Cavalry,Aether Revolt,113,,,,,,,,,0.01
1,,Lifecrafter's Bestiary,Aether Revolt,162,,,,,,,,,0.49
4,,Lifecrafter's Gift,Aether Revolt,114,,,,,,,,,0.01
4,,Maulfist Revolutionary,Aether Revolt,115,,,,,,,,,0.01
4,,Maverick Thopterist,Aether Revolt,130,,,,,,,,,0.01
1,,Merchant's Dockhand,Aether Revolt,163,,,,,,,,,0.07
4,,Metallic Rebuke,Aether Revolt,39,,,,,,,,,0.02
1,,Midnight Entourage,Aether Revolt,66,,,,,,,,,0.09
4,,Mobile Garrison,Aether Revolt,165,,,,,,,,,0.01
4,,Monstrous Onslaught,Aether Revolt,116,,,,,,,,,0.01
4,,Narnam Renegade,Aether Revolt,117,,,,,,,,,0.04
4,,Natural Obsolescence,Aether Revolt,118,,,,,,,,,0.01
4,,Negate,Aether Revolt,40,,,,,,,,,0.02
4,,Night Market Aeronaut,Aether Revolt,67,,,,,,,,,0.01
4,,Night Market Guard,Aether Revolt,166,,,,,,,,,0.01
1,,Oath of Ajani,Aether Revolt,131,,,,,,,,,0.15
4,,Ornithopter,Aether Revolt,167,,,,,,,,,0.01
4,,Outland Boar,Aether Revolt,132,,,,,,,,,0.01
4,,Pacification Array,Aether Revolt,168,,,,,,,,,0.01
1,,Peacewalker Colossus,Aether Revolt,170,,,,,,,,,0.08
4,,Peema Aether-Seer,Aether Revolt,119,,,,,,,,,0.01
4,,Pendulum of Patterns,Aether Revolt,192,,,,,,,,,0.04
4,,Perilous Predicament,Aether Revolt,68,,,,,,,,,0.01
1,,Pia's Revolution,Aether Revolt,91,,,,,,,,,0.09
4,,Precise Strike,Aether Revolt,92,,,,,,,,,0.01
4,,Prey Upon,Aether Revolt,120,,,,,,,,,0.01
4,,Prizefighter Construct,Aether Revolt,172,,,,,,,,,0.01
1,,Quicksmith Rebel,Aether Revolt,93,,,,,,,,,0.07
1,,Quicksmith Spy,Aether Revolt,41,,,,,,,,,0.07
4,,Ravenous Intruder,Aether Revolt,94,,,,,,,,,0.01
4,,Reckless Racer,Aether Revolt,95,,,,,,,,,0.01
